Teks;Kelas
Pada Rabu (6/10) kemarin, Balai Diklat Industri (BDI) Denpasar yang merupakan salah satu satuan kerja di bawah Kementerian Perindustrian, bertugas mengawasi dan membantu kelancaran pelaksanaan tes seleksi Calon Aparatur Sipil Negara (CASN) Kementerian Perindustrian untuk yang telah memilih lokasi ujian di Denpasar Bali Sebanyak 155 orang CASN Kemenperin dijadwalkan mengikuti Seleksi Kemampuan Dasar (SKD) tersebut dengan lokasi ujian bertempat di Kantor Regional   Badan Kepegawaian Negara (BKN) Denpasar Dengan menerapkan protokol kesehatan yang cukup ketat, pelaksanaan tes seleksi CASN Kemenperin yang berlangsung di wilayah Bali berjalan dengan cukup lancar dan tanpa hambatan;Kabar Insan Oke 
BDI Denpasar telah menyelenggarakan workshop bertema Melukis di Media Kain dan Apparel pada Rabu – Jumat, 11 – 13 November 2020 Workshop ini bertujuan untuk membantu masyarakat umum yang memiliki basic melukis untuk dapat mengembangkan kemampuannya agar bisa memulai usaha kerajinan Peserta kegiatan ini berasal dari penduduk yang berdomisili di Bali dan diisi oleh dua instruktur berpengalaman yaitu I Made Darmika (instruktur lukis) dan Gede Bagus Ardhana (instruktur fotografi) Kegiatan yang dibuka pada Rabu, 11 November 2020 ini langsung dilanjutkan dengan pemaparan materi basic melukis, belajar membuat sketsa perancangan pada media kertas, mencampur warna primer menjadi warna sekunder sesuai sketsa perencanaan pewarnaan yang sudah ditentukan, dan dilanjutkan dengan praktek melukis pada media topi dan media botol kaca hingga sore hari Pada hari kedua, peserta workshop diajak untuk melukis di media jaket jeans, media sepatu kanvas, dan media kaos oblong Dilanjutkan pada hari terakhir, peserta workshop belajar foto produk sesuai teori dan praktek foto produk masing masing Output kegiatan yang dicapai pada kegiatan ini berupa hasil lukisan pada media topi, botol kaca, jaket jeans, kaos oblong, dan sepatu kanvas;Kabar Insan Oke 
Merdeka Giveaway Kali ini Balai Diklat Industri Denpasar berkolaborasi dengan Inbo  Indonesia untuk semarak merayakan HUT RI yang ke 76 Menangkan total 5 hadiah menarik yaitu 3 headphone dan 2 selfie stick untuk 5 orang yang beruntung dari @inbo indonesia Caranya gampang banget Kamu cukup : Follow IG @bdi_denpasar dan @inbo indonesia Tulis makna kemerdekaan versi kamu di kolom komentar serta mention 3 orang teman Komentar boleh lebih dari 1 kali dengan mention 3 teman yang berbeda Like, share postingan ini di IGS mu dengan tag akun @bdi_denpasar dan @inbo indonesia Pengumuman akan dilakukan pada tanggal 31 Agustus 2021 di IGS @bdi_denpasar Pastikan kamu gak kelewatan keseruan Merdeka Giveaway bareng BDI Denpasar   Inbo  Indonesia;Kabar Insan Oke 
Balai Diklat Industri Denpasar tiap bulannya memilih siapa siapa saja aparatur yang berhak mendapat predikat “Employee of the Month” Kriteria pemilihannya dilihat dari berbagai aspek Mulai dari kedisiplinan, kepatuhan, tanggung jawab, sampai dengan integritas yang dimiliki oleh aparatur tersebut Untuk di bulan November yg lalu, predikat “Employee of the Month BDI Denpasar November 2021” diberikan kepada I Gusti Agung Egitha Satria Semoga dapat menjadi motivasi untuk meningkatkan hasil karyanya demi kemajuan BDI Denpasar dan industri animasi Indonesia;Kabar Insan Oke 
Setelah 19 tahun perjalanan bulutangkis Indonesia, akhirnya Piala Thomas kembali dapat direbut oleh tim bulutangkis kebanggaan bangsa Selamat atas peraihan Indonesia sebagai Juara Piala Thomas 2020!!;Kabar Insan Oke 
Setiap Senin pagi, para pegawai BDI Denpasar mengadakan Apel Pagi untuk memberikan semangat dan berkoordinasi sebelum menjalankan aktivitas dan tugas satu minggu ke depannya Selain berisikan arahan arahan untuk penyelesaian tugas selama sepekan mendatang, pada apel rutin ini para peserta juga menyanyikan lagu kebangsaan Indonesia Raya serta membaca teks Pancasila Harapannya dapat meningkatkan jiwa nasionalisme dan patriotisme para pegawai BDI Denpasar Selama masa pandemi, apel pagi ini dilaksanakan secara online via zoom meeting;Kabar Insan Oke 
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Padang, Padang Panjang dan Denpasar? Simak postingan ini ya  Buat sobat kreatif yang tertarik untuk join, segera daftar di link yang sudah mimin cantumin Untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang sobat minati ya Sampai jumpa di Padang, Padang Panjang dan Denpasar ya sobat kreatif ;Kabar Insan Oke 
, Sobat Kreatif Pada Senin (17/1) lalu, Kepala Balai Diklat Industri (BDI) Denpasar membuka Diklat 3 in 1 Pembuatan Gerak Animasi 3 Dimensi Angkatan I Onsite bekerjasama dengan Castle Production Diklat ini diikuti oleh 24 peserta dan bertempat di Jakarta Bagi sobat yg belum mendaftar, yuk cek jadwal diklat kita di ;Kabar Insan Oke 
Selamat Hari Raya Galungan dan Kuningan, semoga Ida Sang Hyang Widhi Wasa selalu memberikan kesejahteraan dan kedamaian bagi kita semua ;Kabar Insan Oke 
BDI Denpasar Business Incubator mengadakan Business Talk dengan tema “Broaden Your Business Insight in Tourism Industry” yang menghadirkan Narasumber yaitu “Putu Surya Sudarmadi” yang merupakan Founder sekaligus CEO dari Guestpro dan “Bagus Putu Wahyu Nirmala” Co – founder dari RoamIn Indonesia Dalam Kegiatan ini narasumber akan sharing knowledge dan inspirasi bagaimana proses memulai bisnis dan hal – hal yang diperlukan dalam sebuah bisnis Diakhir kegiatan, peserta akan melakukan tanya jawab dengan pembicara pada kegiatan ini Workshop akan dilaksanakan pada : Hari dan Tanggal : Jumat, 11 Februari 2022 Pukul : 0900 – 1130 Wita Live on Zoom Meeting Jl WR Supratman No302 Tohpati Denpasar Bali Tunggu Apalagi ! Ayo segera bergabung dengan mendaftarkan diri sekarang juga di link berikut ini :  ;Kabar Insan Oke 
Selamat kepada para peserta diklat yang lolos seleksi  Bagi para peserta yang belum lolos jangan sedih masih bisa ikutan lagi di Tahun 2022 ;Kabar Insan Oke 
Senin (06/09), Balai Diklat Industri Denpasar melaksanakan apel rutin setiap Senin pagi hari yang dipimpin oleh Kepala BDI Denpasar Ibu Zya Labiba Apel tersebut dimulai dengan menyanyikan Lagu Kebangsaan Indonesia Raya yang dilanjutkan dengan pembacaan Pancasila, Panca Prasetya Korps Pegawai Republik Indonesia serta Nilai dan Budaya Kerja Kementerian Perindustrian Pada apel pagi tersebut, juga dilakukan evaluasi kegiatan yang telah dilaksanakan pada minggu sebelumnya serta koordinasi terhadap kegiatan kegiatan yang akan dilaksanakan;Kabar Insan Oke 
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Makassar dan Denpasar? Simak postingan ini ya  Buat sobat kreatif yang tertarik untuk join, segera daftar di link yang sudah mimin cantumin Untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang sobat minati ya Sampai jumpa di Makassar dan Denpasar ya sobat kreatif ;Kabar Insan Oke 
Pada Hari Olahraga Nasional kali ini marilah kita memberikan apresiasi yang sebesar besarnya kepada pada pejuang yang telah mengharumkan nama bangsa pada ajang Paralimpiade atau Paralympics Tokyo 2020 yang telah digelar beberapa waktu yang lalu Pada perhelatan akbar Paralimpiade Tokyo 2020 kali ini, Indonesia menduduki peringkat ke 43 dan berhasil membawa pulang 2 medali emas, 3 medali perak, dan 4 medali perunggu Hal ini tentunya prestasi yang sangat membanggakan dimana sebelumnya pada Paralimpiade Rio de Janeiro 2016 yang lalu, Indonesia hanya mendapat peringkat ke 76 dengan raihan 1 medali perunggu Selamat kepada para pemenang dan terimakasih atas perjuangan seluruh kontingen Indonesia yang telah berlaga di Paralimpiade Tokyo 2020 ;Kabar Insan Oke 
Sudah 76 tahun Indonesia merdeka Perjuangan bukan berarti sudah berhenti Mari kita bersama sama saling bahu membahu untuk membuat negeri ini menjadi lebih maju dan sejahtera serta bisa terbebas dari pandemi Covid 19 Dirgahayu Republik Indonesia yang ke 76 Indonesia Tangguh, Indonesia Tumbuh;Kabar Insan Oke 
Beberapa waktu yang lalu, BDI Denpasar telah menyelenggarakan Workshop Implementasi Aspek Legal pada Start Up, yang diikuti oleh para alumni tenant @inbistohpati Angkatan 7 Harapannya dengan mengikuti workshop ini, pengetahuan yang didapat terkait legalitas badan usaha bisa membantu para tenant dalam menentukan badan usaha apa yang cocok dan sesuai untuk usaha mereka ke depannya Dengan mempunyai legalitas dalam bentuk suatu badan usaha, tentunya akan lebih mempermudah para tenant dalam mengembangkan jenis usaha yang mereka punya;Kabar Insan Oke 
Halo sobat kreatif Ada Kabar gembira nih, diklat tahun 2022 sudah open registrasi Buat kalian yang tertarik buat ikutan, segera daftar dilink :  ;Kabar Insan Oke 
Berbagai suka dan duka telah kita lalui dalam perjalanan di tahun 2021 Semua hal yang membentuk kita saat ini untuk selalu bersyukur dan menjadi lebih kuat Di tahun yang baru, segala doa dan harapan dipanjatkan dan segala hal yang baik semakin merapat Selamat #TahunBaru2022 Selalu jaga kesehatan dan tetap semangat dalam mengisi lembaran lembaran baru ya, Sobat kreatif;Kabar Insan Oke 
Dalam rangka mengikuti perkembangan teknologi dan agar tidak ketinggalan zaman, setiap organisasi diharapkan dapat beradaptasi dengan perubahan perubahan yang ada dengan cepat Balai Diklat Industri (BDI) Denpasar telah menyelenggarakan Employee Innovation Challenge 2021 yang diperuntukkan untuk menggali inovasi inovasi serta ide ide yang fresh dari para pegawainya dan telah mendapatkan 3 (tiga) juara untuk challenge tersebut Selamat kepada para juara Employee Innovation Challenge 2021 Semoga dapat menjadi pemacu semangat untuk terus menciptakan inovasi inovasi serta ide ide baru demi kemajuan BDI Denpasar ke depannya;Kabar Insan Oke 
, sobat kreatif Bagi yang sudah menunggu pembukaan diklat 3 in 1 animasi di Sleman, Malang, dan Jakarta? Simak postingan ini Buat sobat kreatif yang tertarik untuk join, segera daftar di link yang sudah mimin cantumin Untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang sobat minati;Kabar Insan Oke 
Balai Diklat Industri Denpasar tiap bulannya memilih siapa siapa saja aparatur yang berhak mendapat predikat “Employee of the Month” Kriteria pemilihannya dilihat dari berbagai aspek Mulai dari kedisiplinan, kepatuhan, tanggung jawab, sampai dengan integritas yang dimiliki oleh aparatur tersebut Untuk di bulan Oktober yg lalu, predikat “Employee of the Month BDI Denpasar Oktober 2021” diberikan kepada I Wayan Sukardika Semoga dapat menjadi motivasi untuk meningkatkan hasil karyanya demi kemajuan BDI Denpasar dan industri animasi Indonesia;Kabar Insan Oke 
Pada tanggal 2, 4, dan 5 Oktober kemarin, Lembaga Sertifikasi Profesi (LSP) BDI Denpasar telah melaksanakan witness uji kompetensi untuk pengajuan 6 (enam) skema sertifikasi: Desainer Grafis Muda, Database Programmer ,Database Administrator, Junior Web Programmer, Junior Web Developer, Junior Mobile Programmer Kegiatan ini disaksikan langsung oleh Tim Asesor Lisensi dari Badan Nasional Sertifikasi Profesi (BNSP) Semoga BDI Denpasar dapat menyelenggarakan 6 (enam) paket baru tersebut pada Diklat 3 in 1 tahun 2022 mendatang;Kabar Insan Oke 
Balai Diklat Industri Denpasar pada hari Kamis hingga Jumat, 21 22 Oktober 2021 akan mengadakan kelas workshop “Melukis di Media Kain dan Apparel” Workshop diadakan selama 2 hari secara langsung di Bikin Makerspace, BDI Denpasar (tatap muka) Workshop ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera;Kabar Insan Oke 
Selamat kepada peserta terpilih Tohpati Talent Camp Kelas Internet Of Things Bagi yang belum lolos jangan berkecil hati ya;Kabar Insan Oke 
Balai Diklat Industri (BDI) Denpasar melalui Inkubator Bisnis Tohpati telah menyelenggarakan Talent Camp: Kelas Game Developer pada tanggal 20 sd 24 September 2021 yang lalu Bertempat di Gedung Animasi dan Promosi lantai 2, kelas ini diikuti oleh sebanyak 20 orang peserta Pada kelas Game Developer, para peserta diberikan pengenalan mengenai dasar teori game design, game industry, dan pengenalan Godot Game Engine Selain itu juga diajarkan mengenai cara melakukan instalasi software, pengenalan user interface Godot, dan dasar scripting menggunakan GDscript Tidak hanya berupa teori, para peserta juga diajak melakukan praktik project membuat game sederhana Pong dan Breakout, game Flappy Bird, serta game 2D platformer Pada akhir kelas, para peserta melakukan presentasi mengenai game yang telah mereka buat pada final project serta dilakukan evaluasi oleh para mentor dari Slab Games Harapannya melalui kelas Game Developer ini, para peserta dapat berhasil menyelesaikan proyek berupa game jadi sederhana yang bisa dimainkan di perangkat PC maupun mobile ;Kabar Insan Oke 
Untuk membentuk sebuah tim yang tangguh, tidak hanya ditentukan oleh faktor dari luar tetapi juga dari dalam kekuatan personal tim itu sendiri Oleh karena itu, dalam rangka membentuk personal personal dalam tim yang lebih berkarakter, baik fisik, mental, emosional maupun motivasi diri, Balai Diklat Industri (BDI) Denpasar melalui Inkubasi Bisnis Tohpati menyelenggarakan Character Building Startup pada Selasa (21/12) Kegiatan tersebut diikuti oleh sejumlah tenant binaan serta para startup yang berada di BDI Denpasar Harapannya, dengan adanya kegiatan Character Building ini, para tenant dan startup yang berada di lingkungan BDI Denpasar dapat menjadi tim yang lebih solid lagi ke depannya;Kabar Insan Oke 
Dalam membuat suatu keputusan yang tepat terhadap strategi maupun langkah langkah yang akan diambil, seorang pengambil keputusan haruslah mempunyai dasar analisa yang kuat dari informasi informasi dan data data yang dimiliki Dari data data yang ada, seorang analis dapat mengumpulkan informasi informasi yang dibutuhkan dan menyimpulkannya menjadi sebuah keputusan yang sebaiknya harus diambil Untuk memberikan pengetahuan terhadap dasar dasar yang diperlukan dalam melakukan pengolahan data, Balai Diklat Industri (BDI) Denpasar melalui Inkubasi Bisnis Tohpati menyelenggarakan Tohpati Talent Camp: Kelas Data Analytics pada tanggal 6 sd 10 September 2021 Pada kelas ini, para peserta dikenalkan dengan Python untuk data analytics, instalasi Python, pengenalan pada virtual environment, percabangan dan perulangan dengan bahasa Pyton serta membuat fungsi dengan bahasa Python Selain diperkenalkan dengan Python, para peserta juga diajarkan untuk membuat manipulasi data dengan Pandas dan visualisasi data dengan menggunakan Matplotlib Tidak hanya diperkenalkan dengan tools tools yang digunakan pada data analytics, para peserta juga diberikan pemahaman terhadap statistika deskriptif seperti konsep statistika dasar untuk mencari mean, median, kuartil, modus, serta variasi dan standar deviasi dari data Pada akhir kelas, para peserta diminta untuk memberikan final presentation dari final project yang telah diberikan dan di evaluasi oleh para mentor yang berpengalaman Harapannya dengan mengikuti kelas data analytics ini, para peserta mampu memahami dan mengimplementasikan teknik teknik dasar dan libraries yang digunakan untuk melakukan analisis terhadap sebuah data dan menemukan informasi yang terkandung di dalamnya;Kabar Insan Oke 
Pada Jumat (03/09) yang lalu, Balai Diklat Industri (BDI) Denpasar menerima kunjungan dari Inkubator Bisnis Teknologi (IBT) Universitas Triatma Mulya Jembrana Pada kunjungan industri kali ini, tim dari IBT Universitas Triatma Mulya diterima oleh Kepala BDI Denpasar Ibu Zya Labiba beserta Pengurus Inkubator Bisnis Tohpati Center Bapak Made Dwi Putra Wijaya Tujuan dari kunjungan ini adalah untuk mengetahui bagaimana manajemen dan pengelolaan sebuah inkubator bisnis secara profesional dari Inkubator Bisnis Tohpati Center serta perkembangan yang terjadi pada industri digital;Kabar Insan Oke 
Pada hari Kamis (24/6), Inspektur Jenderal Kementerian Perindustrian Bapak Drs Masrokhan, MPA dan jajaran melakukan kunjungan kerja ke BDI Denpasar Dalam kunjungan kerja kali ini, selain melakukan Sosialisasi Maturasi Sistem Pengendalian Intern Pemerintah (SPIP);Kabar Insan Oke 
Seorang instruktur selain membantu para peserta diklat untuk mengembangkan suatu keahlian, juga seharusnya seorang instruktur harus terus mengembangkan kemampuan yang dimiliki agar terus update dengan perkembangan yang ada Dalam rangka meningkatkan kemampuan para instruktur dalam memberikan pelatihan dan pendidikan kepada para peserta diklat, Balai Diklat Industri Denpasar telah menyelenggarakan Diklat Training of Trainer (ToT) Sosial Media Marketing pada tanggal 9 sd 14 Agustus 2021 Pada diklat ToT Sosial Media Marketing ini, para instruktur yang dimiliki oleh BDI Denpasar mendapatkan pendalaman materi bagaimana melakukan marketing dengan menggunakan platform sosial media Beberapa materi yang diajarkan pada diklat ini antara lain: pengenalan sosial media marketing, digital branding sosial media marketing, serta bagaimana cara membuat caption dan membuat perencanaan konten Selain itu, para instruktur juga diajarkan bagaimana cara untuk me monetisasi akun dan melakukan analisa pemasangan iklan pada sosial media Harapannya setelah mengikuti diklat ToT ini, para instruktur dapat meningkatkan kemampuannya dalam bidang Sosial Media Marketing dan dapat diteruskan kembali ilmu yang telah didapat kepada para peserta diklat diklat BDI Denpasar nantinya;Kabar Insan Oke 
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Padang, Cilacap, Bandung dan Makassar ? Simak postingan ini ya  Informasi jadwal dan pendaftaran diklat langsung melalui website BDI DenpasarSampai jumpa di Padang, Cilacap, Bandung dan Makassar ya sobat kreatif  #Diklat3in1 #BDIDenpasar #BDIDenpasarGoesWBBM #ZonaIntegritas #ZI #BersihMelayani #Animasi;Kabar Insan Oke 
Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Yogyakarta dan Malang? Simak postingan ini ya  Buat sobat kreatif yang tertarik untuk join, segera daftar di link yang sudah mimin cantumin Untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang sobat minati ya Sampai jumpa di Yogyakarta dan Malang ya sobat kreatif  #Diklat3in1 #BDIDenpasar #BDIDenpasarGoesWBBM #ZonaIntegritas #ZI #BersihMelayani #Animasi;Kabar Insan Oke 
Ubah Passion Mu Menjadi Bisnis Webinar Tanggal : Selasa, 20 April 2021 Jam : 1400 – 1600 WITA Lokasi : Via Zoom Clouds Meeting;Pengumuman
Balai Diklat Industri (BDI) Denpasar kembali membuka pendaftaran untuk 2 (dua) batch Diklat 3 in 1 yaitu Pembuatan Gerak Animasi 3 Dimensi Angkatan   II On Site (Mocca) pada tanggal 1 – 25 November 2021 serta Junior Web Programmer Angkatan III (Tiga Serangkai) pada tanggal 2 – 23 November 2021 Bagi yang berminat, langsung daftar di link pendaftarannya:  ;Diklat 3 in 1
Selamat kepada peserta Tohpati Talent Camp Kelas Smartphone Videography Bagi yang belum lolos jangan berkecil hati ya;Kabar Insan Oke 
Kementerian Perindustrian berkomitmen kuat untuk mewujudkan sistem birokrasi yang transparan, akuntabilitas, serta bebas dari praktek Korupsi, Kolusi, dan Nepotisme (KKN) Salah satu langkah yang dilakukan untuk mewujudkan hal tersebut adalah dengan terus berupaya mendorong pembangunan Zona Integritas menuju Wilayah Bebas dari Korupsi (WBK) serta Wilayah Birokrasi Bersih dan Melayani (WBBM) di seluruh satuan kerja (satker) yang ada Inspektur Jenderal Kementerian Perindustrian, Masrokhan, berkunjung ke Balai Diklat Industri (BDI) Denpasar di Jl WR Supratman No 302, Kesiman Kertalangu, Denpasar, Rabu (26/1) Kunjungan ini dalam rangka pembinaan dan pengawalan pembangunan Zona Integritas di satuan kerja Kemenperin yang ada di Bali Sejak tahun 2015, Kemenperin telah menjalankan serangkaian langkah strategis dalam membangun Zona Integritas untuk mewujudkan perubahan menuju good and clean governance Pada tahun 2021 yang lalu, Kemenperin mengusulkan kepada KemenPAN RB sebanyak 14 satuan kerja untuk memperoleh predikat WBBM dan 17 satuan kerja untuk mendapatkan predikat WBK, termasuk BDI Denpasar “Hal ini sesuai dengan arahan Bapak Menteri Perindustrian, Agus Gumiwang Kartasasmita yang selalu menekankan komitmen untuk memperbaiki jajaran birokrasi yang bersih, produktif dan akuntabel,” tuturnya Setelah pengarahan dari Irjen Kemenperin, dilanjutkan dengan penandatanganan komitmen bersama pembangunan Zona Integritas menuju WBBM di wilayah BDI Denpasar dan kunjungan ke fasilitas layanan yang ada di BDI Denpasar;Kabar Insan Oke 
Balai Diklat Industri Denpasar mengadakan kelas workshop terkait digital skill plus enterpreneurship yang dibutuhkan di era industri 40 Disini kalian akan belajar kemampuan teknis di bidang tertentu sekaligus merancang suatu ide inovasi di bidang tersebut Yuk Jika kamu ingin mengembangkan skill di Dunia Digital inilah saatnya untuk ikutan Tohpati Talent Camp !!! Workshop ini dilaksanakan secara OFFLINE di BDI Denpasar Untuk detail kelasnya bisa langsung klik Link Pendaftaran ya : http:// ;Diklat 3 in 1
Pada Kamis sd Jumat tanggal 7  8 Oktober yang lalu, Balai Diklat Industri (BDI) Denpasar menyelenggarakan kegiatan pengembangan produktivitas pegawai yang diberi tema “Changing Mindset, Enhancing Productivity” Dengan dibantu narasumber berpengalaman yaitu ibu @santysastra , para pegawai diajak untuk membangkitkan sugesti positif dan selalu berpikiran positif baik dalam melakukan pekerjaan maupun dalam menjalankan kehidupan Selain itu, para pegawai juga diajarkan bagaimana untuk menghadapi kekhawatiran dan ketakutan yang berlebih akan sesuatu Berani mencoba sesuatu yang baru dan menantang Semoga setelah mengikuti training ini, para pegawai di BDI Denpasar dapat melakukan penyegaran baik fikiran maupun jasmani ketika rasa lelah dan motivasi menurun agar produktivitas dapat terjaga ;Diklat 3 in 1
Selamat kepada peserta terpilih Tohpati Talent Camp Kelas Game Developer Bagi yang belum lolos jangan berkecil hati ya;Kabar Insan Oke 
Untuk memastikan operasional industri tetap berjalan dan tetap mematuhi protokol kesehatan, Kemenperin menggandeng pemerintah daerah dan aparat pemerintah memastikan industri mematuhi SE Menperin no3 tahun 2021 Tidak perlu risau, karena pemantauan ini tidak dipungut biaya @;Kabar Insan Oke 
Balai Diklat Industri Denpasar tiap bulannya memilih siapa siapa saja aparatur yang berhak mendapat predikat “Employee of the Month” Kriteria pemilihannya dilihat dari berbagai aspek Mulai dari kedisiplinan, kepatuhan, tanggung jawab, sampai dengan integritas yang dimiliki oleh aparatur tersebut Untuk di bulan Desember, predikat “Employee of the Month BDI Denpasar Desember 2021” diberikan kepada Gede Anggria Semoga dapat menjadi motivasi untuk meningkatkan hasil karyanya demi kemajuan BDI Denpasar dan industri animasi Indonesia;Kabar Insan Oke 
Ada kabar gembira nih di penghujung tahun 2021! Atas kerja keras dan komitmen bersama dari semua pihak, Balai Diklat Industri (BDI) Denpasar berhasil mendapatkan penghargaan Wilayah Bebas dari Korupsi (WBK) dari Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Reformasi Birokrasi (KemenPAN RB) Selain menjadi kebanggaan untuk BDI Denpasar, apresiasi ini tentunya akan menjadi tambahan semangat bagi seluruh elemen di BDI Denpasar untuk dapat terus meningkatkan inovasi dan pelayanan yang prima bagi masyarakat Selamat BDI Denpasar! Making Change, Making History! Totalitas Tanpa Batas, Melayani dari Hati!;Kabar Insan Oke 
Setiap tanggal 2 Oktober, diperingati sebagai Hari Batik Nasional oleh bangsa Indonesia Batik yang merupakan salah satu warisan budaya khas Indonesia sudah diakui sejak tahun 2009 oleh United Nations Educational, Scientific, and Cultural Organization (Unesco) sebagai Warisan Kemanusiaan untuk Budaya Lisan dan Non Bendawi) Motif batik Indonesia juga memiliki makna yang sangat beragam dan filosofis ;Kabar Insan Oke 
, sobat kreatif Diklat 3 in 1 kembali dibuka untuk tahun depan Segera daftarkan diri di link yang tercantum dan untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang Sobat Kreatif minati Sampai jumpa di diklat 3 in 1 tahun 2022 ;Diklat 3 in 1
Pandemi Covid 19 menyebabkan industri di dunia mengalami perlambatan pertumbuhan yang mengakibatkan gangguan aktivitas ekonomi global Oleh karena itu, industri menjadi isu baru yang dibahas dalam kelompok kerja bersama @kemendag dan @bkpm_id, atau disebut Trade, Investment, and Industry Working Group (TIIWG) sebagai salah satu pertemuan dalam Forum G20 tahun 2022 Indonesia sebagai Presidensi G20, memanfaatkan momen ini dengan mengajak anggota G20 agar dapat berkolaborasi mengatasi tantangan akibat pandemi, serta merumuskan strategi bersama untuk mencapai industrialisasi yang inklusif dan berkelanjutan sehingga menciptakan ekonomi yang lebih kuat dan tangguh dalam dalam menghadapi krisis Kemenperin akan menjadi tuan rumah pertama pertemuan #TIIWG pada tanggal 29 – 31 Maret 2022 di Solo, Jawa Tengah Salah satu pembahasan pada #TIIWGSolo adalah penerapan #industri40 yang akan mendorong terjadinya percepatan transformasi digital dan inovasi di sektor industri sehingga dapat meningkatkan nilai tambah, produktivitas serta efisiensi industri Apa yang menjadi fakta menarik sektor industri di Presidensi G20 Indonesia 2022? Geser ke kiri untuk informasi lengkapnya yuk sobat!;Kabar Insan Oke 
Balai Diklat Industri (BDI) Denpasar tiap bulannya memilih siapa siapa saja aparatur yang berhak mendapat predikat “Employee of the Month” Kriteria pemilihannya dilihat dari berbagai aspek Mulai dari kedisiplinan, kepatuhan, tanggung jawab, sampai dengan integritas yang dimiliki oleh aparatur tersebut Untuk bulan Agustus yg lalu, predikat “Employee of the Month BDI Denpasar Agustus 2021” diberikan kepada Bapak Mayda Dian Star Wicaksono Semoga dapat menjadi motivasi untuk meningkatkan hasil karyanya demi kemajuan BDI Denpasar dan industri animasi Indonesia;Kabar Insan Oke 
Pada hari Jumat (27/8) lalu, Kepala Balai Diklat Industri Denpasar Ibu Zya Labiba menyerahkan Piagam Tanda Kehormatan Satyalancana Karya Satya   Tahun kepada 2 (dua) Pegawai Negeri Sipil di BDI Denpasar yaitu Kepala Subbagian Tata Usaha Sry Rahayu Febriani dan Pejabat Fungsional Analis Kepegawaian Dewi Mundi Utami Satyalancana Karya Satya   Tahun merupakan tanda kehormatan yang diberikan oleh pemerintah Republik Indonesia kepada PNS yang telah mengabdi selama 10 tahun dengan menunjukkan kesetiaan, pengabdian, kecakapan, kejujuran, serta kedisiplinan Selamat kepada Ibu Sry Rahayu Febriani dan Ibu Dewi Mundi Utami atas pemberian tanda kehormatan Satyalancana Karya Satya   Tahun ini Semoga dapat terus memberikan teladan yang baik dan semakin semangat dalam berkarya;Kabar Insan Oke 
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Cimahi, Yogyakarta dan Jakarta? Simak postingan ini ya  Buat sobat kreatif yang tertarik untuk join, segera daftar di link yang sudah mimin cantumin Untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang sobat minati ya Sampai jumpa di Cimahi, Yogyakarta dan Jakarta ya sobat kreatif;Kabar Insan Oke 
Selamat Hari Pers Nasional, 9 Februari 2022 untuk insan pers di Tanah Air Terimakasih kepada para insan pers yang selama ini telah menyebarkan informasi dengan baik Semoga selalu sehat dan tetap produktif menyampaikan berita yang membangun Selamat Hari Pers Nasional 2022!;Kabar Insan Oke 
Siapa nih sobat kreatif yang tidak kenal RANS dan si Aak? Tentunya tahu dong ya  hehe  Rans Animation Studio merupakan studio animasi yang didirikan oleh Rans Entertainment milik Raffi Ahmad pada bulan Maret tahun 2020 di Kota Semarang, Jawa Tengah Rans Animation Studio sebagai rumah produksi untuk film animasi milik Rans Entertainment, adapun hasil filmnya berjudul Si AA yang tayang di stasiun TV swasta Pada beberapa waktu lalu, tim dari Balai Diklat Industri (BDI) Denpasar berkesempatan untuk melakukan kunjungan ke RANS Animation Studio yang bertempat di Semarang dan membahas kemungkinan kerjasama kerjasama seperti apa yang dapat dilakukan bersama Harapannya dengan adanya kunjungan ini, BDI Denpasar dan Rans Animation Studio dapat membuka peluang kerjasama kerjasama yang baik ke depannya;Kabar Insan Oke 
Keluarga besar Balai Diklat Industri (BDI) Denpasar mengucapkan Selamat Merayakan Hari Natal 25 Desember 2021 bagi sobat kreatif yang merayakan Semoga damai Natal selalu menyertai langkah para sobat kreatif semua;Kabar Insan Oke 
